StartStation,EndStation,Lines,DepartureStations,ArrivalStations,DepartureTime,ArrivalTime,TransitionTime,RequestTime
Tekniska högskolan,Solna Centrum,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 17, 24), 0, datetime.datetime(1900, 1, 1, 17, 38)]","[datetime.datetime(1900, 1, 1, 17, 31), 0, datetime.datetime(1900, 1, 1, 17, 47)]","[0, 3.0, 0]",2023-05-11 17:08:22.564135
Tekniska högskolan,Solna Centrum,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 17, 29), 0, datetime.datetime(1900, 1, 1, 17, 38)]","[datetime.datetime(1900, 1, 1, 17, 36), 0, datetime.datetime(1900, 1, 1, 17, 47)]","[0, 3.0, 0]",2023-05-11 17:08:22.564135
Tekniska högskolan,Solna Centrum,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 17, 34), 0, datetime.datetime(1900, 1, 1, 17, 45)]","[datetime.datetime(1900, 1, 1, 17, 41), 0, datetime.datetime(1900, 1, 1, 17, 54)]","[0, 3.0, 0]",2023-05-11 17:08:22.564135
Tekniska högskolan,Solna Centrum,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 17, 39), 0, datetime.datetime(1900, 1, 1, 17, 52)]","[datetime.datetime(1900, 1, 1, 17, 46), 0, datetime.datetime(1900, 1, 1, 18, 1)]","[0, 3.0, 0]",2023-05-11 17:08:22.564135
Solna Centrum,Tekniska högskolan,"[11, 14]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 17, 10), 0, datetime.datetime(1900, 1, 1, 17, 29)]","[datetime.datetime(1900, 1, 1, 17, 20), 0, datetime.datetime(1900, 1, 1, 17, 35)]","[0, 4.0, 0]",2023-05-11 17:08:25.305573
Solna Centrum,Tekniska högskolan,"[11, 14]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 17, 10), 0, datetime.datetime(1900, 1, 1, 17, 24)]","[datetime.datetime(1900, 1, 1, 17, 20), 0, datetime.datetime(1900, 1, 1, 17, 30)]","[0, 4.0, 0]",2023-05-11 17:08:25.305573
Solna Centrum,Tekniska högskolan,"[11, 14]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 17, 17), 0, datetime.datetime(1900, 1, 1, 17, 34)]","[datetime.datetime(1900, 1, 1, 17, 27), 0, datetime.datetime(1900, 1, 1, 17, 40)]","[0, 4.0, 0]",2023-05-11 17:08:25.305573
Solna Centrum,Tekniska högskolan,"[11, 14]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 17, 24), 0, datetime.datetime(1900, 1, 1, 17, 39)]","[datetime.datetime(1900, 1, 1, 17, 34), 0, datetime.datetime(1900, 1, 1, 17, 45)]","[0, 4.0, 0]",2023-05-11 17:08:25.305573
Solna Centrum,Tekniska högskolan,"[11, 14]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 17, 31), 0, datetime.datetime(1900, 1, 1, 17, 49)]","[datetime.datetime(1900, 1, 1, 17, 41), 0, datetime.datetime(1900, 1, 1, 17, 55)]","[0, 4.0, 0]",2023-05-11 17:08:25.305573
Solna Centrum,Tekniska högskolan,"[11, 14]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 17, 38), 0, datetime.datetime(1900, 1, 1, 17, 54)]","[datetime.datetime(1900, 1, 1, 17, 48), 0, datetime.datetime(1900, 1, 1, 18, 0)]","[0, 4.0, 0]",2023-05-11 17:08:25.305573
Globen,Solna Centrum,[30],['Globen'],['Solna centrum'],"[datetime.datetime(1900, 1, 1, 17, 11)]","[datetime.datetime(1900, 1, 1, 17, 51)]",[0],2023-05-11 17:08:26.319711
Globen,Solna Centrum,"[19, 11]","['Globen', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 17, 13), 0, datetime.datetime(1900, 1, 1, 17, 31)]","[datetime.datetime(1900, 1, 1, 17, 25), 0, datetime.datetime(1900, 1, 1, 17, 40)]","[0, 3.0, 0]",2023-05-11 17:08:26.319711
Globen,Solna Centrum,[30],['Globen'],['Solna centrum'],"[datetime.datetime(1900, 1, 1, 17, 18)]","[datetime.datetime(1900, 1, 1, 17, 58)]",[0],2023-05-11 17:08:26.319711
Globen,Solna Centrum,"[19, 11]","['Globen', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 17, 21), 0, datetime.datetime(1900, 1, 1, 17, 38)]","[datetime.datetime(1900, 1, 1, 17, 32), 0, datetime.datetime(1900, 1, 1, 17, 47)]","[0, 3.0, 0]",2023-05-11 17:08:26.319711
Globen,Solna Centrum,[30],['Globen'],['Solna centrum'],"[datetime.datetime(1900, 1, 1, 17, 25)]","[datetime.datetime(1900, 1, 1, 18, 5)]",[0],2023-05-11 17:08:26.319711
Globen,Solna Centrum,"[19, 11]","['Globen', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 17, 26), 0, datetime.datetime(1900, 1, 1, 17, 45)]","[datetime.datetime(1900, 1, 1, 17, 37), 0, datetime.datetime(1900, 1, 1, 17, 54)]","[0, 3.0, 0]",2023-05-11 17:08:26.319711
Solna Centrum,Globen,[30],['Solna centrum'],['Globen'],"[datetime.datetime(1900, 1, 1, 17, 9)]","[datetime.datetime(1900, 1, 1, 17, 48)]",[0],2023-05-11 17:08:26.882532
Solna Centrum,Globen,"[11, 19]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Globen']","[datetime.datetime(1900, 1, 1, 17, 10), 0, datetime.datetime(1900, 1, 1, 17, 25)]","[datetime.datetime(1900, 1, 1, 17, 20), 0, datetime.datetime(1900, 1, 1, 17, 36)]","[0, 3.0, 0]",2023-05-11 17:08:26.882532
Solna Centrum,Globen,[30],['Solna centrum'],['Globen'],"[datetime.datetime(1900, 1, 1, 17, 15)]","[datetime.datetime(1900, 1, 1, 17, 54)]",[0],2023-05-11 17:08:26.882532
Solna Centrum,Globen,"[11, 19]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Globen']","[datetime.datetime(1900, 1, 1, 17, 17), 0, datetime.datetime(1900, 1, 1, 17, 32)]","[datetime.datetime(1900, 1, 1, 17, 27), 0, datetime.datetime(1900, 1, 1, 17, 43)]","[0, 3.0, 0]",2023-05-11 17:08:26.882532
Solna Centrum,Globen,[30],['Solna centrum'],['Globen'],"[datetime.datetime(1900, 1, 1, 17, 22)]","[datetime.datetime(1900, 1, 1, 18, 1)]",[0],2023-05-11 17:08:26.882532
Solna Centrum,Globen,"[11, 19]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Globen']","[datetime.datetime(1900, 1, 1, 17, 24), 0, datetime.datetime(1900, 1, 1, 17, 43)]","[datetime.datetime(1900, 1, 1, 17, 34), 0, datetime.datetime(1900, 1, 1, 17, 54)]","[0, 3.0, 0]",2023-05-11 17:08:26.882532
Tekniska högskolan,Fridhemsplan,"[14, 10]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Fridhemsplan']","[datetime.datetime(1900, 1, 1, 17, 9), 0, datetime.datetime(1900, 1, 1, 17, 21)]","[datetime.datetime(1900, 1, 1, 17, 16), 0, datetime.datetime(1900, 1, 1, 17, 24)]","[0, 3.0, 0]",2023-05-11 17:09:05.579172
Tekniska högskolan,Fridhemsplan,[4],['Östra station'],['Fridhemsplan'],"[datetime.datetime(1900, 1, 1, 17, 9)]","[datetime.datetime(1900, 1, 1, 17, 27)]",[0],2023-05-11 17:09:05.579172
Tekniska högskolan,Fridhemsplan,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Fridhemsplan']","[datetime.datetime(1900, 1, 1, 17, 14), 0, datetime.datetime(1900, 1, 1, 17, 24)]","[datetime.datetime(1900, 1, 1, 17, 21), 0, datetime.datetime(1900, 1, 1, 17, 27)]","[0, 3.0, 0]",2023-05-11 17:09:05.579172
Tekniska högskolan,Fridhemsplan,"[4, 18]","['Östra station', 'Odenplan', 'Odenplan Sveavägen', 'Odenplan']","['Odenplan', 'Odenplan Sveavägen', 'Odenplan', 'Fridhemsplan']","[datetime.datetime(1900, 1, 1, 17, 14), 0, 0, datetime.datetime(1900, 1, 1, 17, 27)]","[datetime.datetime(1900, 1, 1, 17, 21), 0, 0, datetime.datetime(1900, 1, 1, 17, 30)]","[0, 2.0, 3.0, 0]",2023-05-11 17:09:05.579172
Tekniska högskolan,Fridhemsplan,[4],['Östra station'],['Fridhemsplan'],"[datetime.datetime(1900, 1, 1, 17, 14)]","[datetime.datetime(1900, 1, 1, 17, 32)]",[0],2023-05-11 17:09:05.579172
Tekniska högskolan,Fridhemsplan,[4],"['Östra station', 'Fleminggatan']","['Fleminggatan', 'S:t Eriksgatan Västermalmsgallerian']","[datetime.datetime(1900, 1, 1, 17, 14), 0]","[datetime.datetime(1900, 1, 1, 17, 28), 0]","[0, 2.0]",2023-05-11 17:09:05.579172
Tekniska högskolan,Fridhemsplan,"[14, 10]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Fridhemsplan']","[datetime.datetime(1900, 1, 1, 17, 19), 0, datetime.datetime(1900, 1, 1, 17, 28)]","[datetime.datetime(1900, 1, 1, 17, 26), 0, datetime.datetime(1900, 1, 1, 17, 31)]","[0, 3.0, 0]",2023-05-11 17:09:05.579172
Tekniska högskolan,Fridhemsplan,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Fridhemsplan']","[datetime.datetime(1900, 1, 1, 17, 19), 0, datetime.datetime(1900, 1, 1, 17, 31)]","[datetime.datetime(1900, 1, 1, 17, 26), 0, datetime.datetime(1900, 1, 1, 17, 34)]","[0, 3.0, 0]",2023-05-11 17:09:05.579172
Fridhemsplan,Tekniska högskolan,"[11, 14]","['Fridhemsplan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 17, 9), 0, datetime.datetime(1900, 1, 1, 17, 19)]","[datetime.datetime(1900, 1, 1, 17, 13), 0, datetime.datetime(1900, 1, 1, 17, 25)]","[0, 4.0, 0]",2023-05-11 17:09:06.454152
Fridhemsplan,Tekniska högskolan,[4],['Fridhemsplan'],['Östra station'],"[datetime.datetime(1900, 1, 1, 17, 8)]","[datetime.datetime(1900, 1, 1, 17, 25)]",[0],2023-05-11 17:09:06.454152
Fridhemsplan,Tekniska högskolan,[4],['Fridhemsplan'],['Östra station'],"[datetime.datetime(1900, 1, 1, 17, 14)]","[datetime.datetime(1900, 1, 1, 17, 30)]",[0],2023-05-11 17:09:06.454152
Fridhemsplan,Tekniska högskolan,"[11, 14]","['Fridhemsplan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 17, 16), 0, datetime.datetime(1900, 1, 1, 17, 24)]","[datetime.datetime(1900, 1, 1, 17, 20), 0, datetime.datetime(1900, 1, 1, 17, 30)]","[0, 4.0, 0]",2023-05-11 17:09:06.454152
Fridhemsplan,Tekniska högskolan,"[10, 14]","['Fridhemsplan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 17, 19), 0, datetime.datetime(1900, 1, 1, 17, 29)]","[datetime.datetime(1900, 1, 1, 17, 24), 0, datetime.datetime(1900, 1, 1, 17, 35)]","[0, 4.0, 0]",2023-05-11 17:09:06.454152
Fridhemsplan,Tekniska högskolan,[4],['Fridhemsplan'],['Östra station'],"[datetime.datetime(1900, 1, 1, 17, 20)]","[datetime.datetime(1900, 1, 1, 17, 35)]",[0],2023-05-11 17:09:06.454152
Fridhemsplan,Tekniska högskolan,"[11, 14]","['Fridhemsplan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 17, 23), 0, datetime.datetime(1900, 1, 1, 17, 34)]","[datetime.datetime(1900, 1, 1, 17, 27), 0, datetime.datetime(1900, 1, 1, 17, 40)]","[0, 4.0, 0]",2023-05-11 17:09:06.454152
Fridhemsplan,Tekniska högskolan,[4],['Fridhemsplan'],['Östra station'],"[datetime.datetime(1900, 1, 1, 17, 25)]","[datetime.datetime(1900, 1, 1, 17, 40)]",[0],2023-05-11 17:09:06.454152
Fridhemsplan,Tekniska högskolan,"[11, 14]","['Fridhemsplan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 17, 30), 0, datetime.datetime(1900, 1, 1, 17, 39)]","[datetime.datetime(1900, 1, 1, 17, 34), 0, datetime.datetime(1900, 1, 1, 17, 45)]","[0, 4.0, 0]",2023-05-11 17:09:06.454152
Tekniska högskolan,Solna Centrum,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 17, 9), 0, datetime.datetime(1900, 1, 1, 17, 24)]","[datetime.datetime(1900, 1, 1, 17, 16), 0, datetime.datetime(1900, 1, 1, 17, 33)]","[0, 3.0, 0]",2023-05-11 17:09:06.801090
Tekniska högskolan,Solna Centrum,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 17, 19), 0, datetime.datetime(1900, 1, 1, 17, 31)]","[datetime.datetime(1900, 1, 1, 17, 26), 0, datetime.datetime(1900, 1, 1, 17, 40)]","[0, 3.0, 0]",2023-05-11 17:09:06.801090
Tekniska högskolan,Solna Centrum,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 17, 24), 0, datetime.datetime(1900, 1, 1, 17, 38)]","[datetime.datetime(1900, 1, 1, 17, 31), 0, datetime.datetime(1900, 1, 1, 17, 47)]","[0, 3.0, 0]",2023-05-11 17:09:06.801090
Tekniska högskolan,Solna Centrum,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 17, 34), 0, datetime.datetime(1900, 1, 1, 17, 45)]","[datetime.datetime(1900, 1, 1, 17, 41), 0, datetime.datetime(1900, 1, 1, 17, 54)]","[0, 3.0, 0]",2023-05-11 17:09:06.801090
Tekniska högskolan,Solna Centrum,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 17, 39), 0, datetime.datetime(1900, 1, 1, 17, 52)]","[datetime.datetime(1900, 1, 1, 17, 46), 0, datetime.datetime(1900, 1, 1, 18, 1)]","[0, 3.0, 0]",2023-05-11 17:09:06.801090
Solna Centrum,Tekniska högskolan,"[11, 14]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 17, 10), 0, datetime.datetime(1900, 1, 1, 17, 29)]","[datetime.datetime(1900, 1, 1, 17, 20), 0, datetime.datetime(1900, 1, 1, 17, 35)]","[0, 4.0, 0]",2023-05-11 17:09:07.287300
Solna Centrum,Tekniska högskolan,"[11, 14]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 17, 10), 0, datetime.datetime(1900, 1, 1, 17, 24)]","[datetime.datetime(1900, 1, 1, 17, 20), 0, datetime.datetime(1900, 1, 1, 17, 30)]","[0, 4.0, 0]",2023-05-11 17:09:07.287300
Solna Centrum,Tekniska högskolan,"[11, 14]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 17, 17), 0, datetime.datetime(1900, 1, 1, 17, 34)]","[datetime.datetime(1900, 1, 1, 17, 27), 0, datetime.datetime(1900, 1, 1, 17, 40)]","[0, 4.0, 0]",2023-05-11 17:09:07.287300
Solna Centrum,Tekniska högskolan,"[11, 14]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 17, 24), 0, datetime.datetime(1900, 1, 1, 17, 39)]","[datetime.datetime(1900, 1, 1, 17, 34), 0, datetime.datetime(1900, 1, 1, 17, 45)]","[0, 4.0, 0]",2023-05-11 17:09:07.287300
Solna Centrum,Tekniska högskolan,"[11, 14]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 17, 31), 0, datetime.datetime(1900, 1, 1, 17, 49)]","[datetime.datetime(1900, 1, 1, 17, 41), 0, datetime.datetime(1900, 1, 1, 17, 55)]","[0, 4.0, 0]",2023-05-11 17:09:07.287300
Solna Centrum,Tekniska högskolan,"[11, 14]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 17, 38), 0, datetime.datetime(1900, 1, 1, 17, 54)]","[datetime.datetime(1900, 1, 1, 17, 48), 0, datetime.datetime(1900, 1, 1, 18, 0)]","[0, 4.0, 0]",2023-05-11 17:09:07.287300
Globen,Solna Centrum,[30],['Globen'],['Solna centrum'],"[datetime.datetime(1900, 1, 1, 17, 11)]","[datetime.datetime(1900, 1, 1, 17, 51)]",[0],2023-05-11 17:09:08.097875
Globen,Solna Centrum,"[19, 11]","['Globen', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 17, 13), 0, datetime.datetime(1900, 1, 1, 17, 31)]","[datetime.datetime(1900, 1, 1, 17, 25), 0, datetime.datetime(1900, 1, 1, 17, 40)]","[0, 3.0, 0]",2023-05-11 17:09:08.097875
Globen,Solna Centrum,[30],['Globen'],['Solna centrum'],"[datetime.datetime(1900, 1, 1, 17, 18)]","[datetime.datetime(1900, 1, 1, 17, 58)]",[0],2023-05-11 17:09:08.097875
Globen,Solna Centrum,"[19, 11]","['Globen', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 17, 21), 0, datetime.datetime(1900, 1, 1, 17, 38)]","[datetime.datetime(1900, 1, 1, 17, 32), 0, datetime.datetime(1900, 1, 1, 17, 47)]","[0, 3.0, 0]",2023-05-11 17:09:08.097875
Globen,Solna Centrum,[30],['Globen'],['Solna centrum'],"[datetime.datetime(1900, 1, 1, 17, 25)]","[datetime.datetime(1900, 1, 1, 18, 5)]",[0],2023-05-11 17:09:08.097875
Globen,Solna Centrum,"[19, 11]","['Globen', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Solna centrum']","[datetime.datetime(1900, 1, 1, 17, 26), 0, datetime.datetime(1900, 1, 1, 17, 45)]","[datetime.datetime(1900, 1, 1, 17, 37), 0, datetime.datetime(1900, 1, 1, 17, 54)]","[0, 3.0, 0]",2023-05-11 17:09:08.097875
Solna Centrum,Globen,[30],['Solna centrum'],['Globen'],"[datetime.datetime(1900, 1, 1, 17, 9)]","[datetime.datetime(1900, 1, 1, 17, 48)]",[0],2023-05-11 17:09:08.673626
Solna Centrum,Globen,"[11, 19]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Globen']","[datetime.datetime(1900, 1, 1, 17, 10), 0, datetime.datetime(1900, 1, 1, 17, 25)]","[datetime.datetime(1900, 1, 1, 17, 20), 0, datetime.datetime(1900, 1, 1, 17, 36)]","[0, 3.0, 0]",2023-05-11 17:09:08.673626
Solna Centrum,Globen,[30],['Solna centrum'],['Globen'],"[datetime.datetime(1900, 1, 1, 17, 15)]","[datetime.datetime(1900, 1, 1, 17, 54)]",[0],2023-05-11 17:09:08.673626
Solna Centrum,Globen,"[11, 19]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Globen']","[datetime.datetime(1900, 1, 1, 17, 17), 0, datetime.datetime(1900, 1, 1, 17, 32)]","[datetime.datetime(1900, 1, 1, 17, 27), 0, datetime.datetime(1900, 1, 1, 17, 43)]","[0, 3.0, 0]",2023-05-11 17:09:08.673626
Solna Centrum,Globen,[30],['Solna centrum'],['Globen'],"[datetime.datetime(1900, 1, 1, 17, 22)]","[datetime.datetime(1900, 1, 1, 18, 1)]",[0],2023-05-11 17:09:08.673626
Solna Centrum,Globen,"[11, 19]","['Solna centrum', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Globen']","[datetime.datetime(1900, 1, 1, 17, 24), 0, datetime.datetime(1900, 1, 1, 17, 43)]","[datetime.datetime(1900, 1, 1, 17, 34), 0, datetime.datetime(1900, 1, 1, 17, 54)]","[0, 3.0, 0]",2023-05-11 17:09:08.673626
Tekniska högskolan,Fridhemsplan,"[14, 10]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Fridhemsplan']","[datetime.datetime(1900, 1, 1, 17, 9), 0, datetime.datetime(1900, 1, 1, 17, 21)]","[datetime.datetime(1900, 1, 1, 17, 16), 0, datetime.datetime(1900, 1, 1, 17, 24)]","[0, 3.0, 0]",2023-05-11 17:09:47.082109
Tekniska högskolan,Fridhemsplan,[4],['Östra station'],['Fridhemsplan'],"[datetime.datetime(1900, 1, 1, 17, 9)]","[datetime.datetime(1900, 1, 1, 17, 27)]",[0],2023-05-11 17:09:47.082109
Tekniska högskolan,Fridhemsplan,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Fridhemsplan']","[datetime.datetime(1900, 1, 1, 17, 14), 0, datetime.datetime(1900, 1, 1, 17, 24)]","[datetime.datetime(1900, 1, 1, 17, 21), 0, datetime.datetime(1900, 1, 1, 17, 27)]","[0, 3.0, 0]",2023-05-11 17:09:47.082109
Tekniska högskolan,Fridhemsplan,"[4, 18]","['Östra station', 'Odenplan', 'Odenplan Sveavägen', 'Odenplan']","['Odenplan', 'Odenplan Sveavägen', 'Odenplan', 'Fridhemsplan']","[datetime.datetime(1900, 1, 1, 17, 14), 0, 0, datetime.datetime(1900, 1, 1, 17, 27)]","[datetime.datetime(1900, 1, 1, 17, 21), 0, 0, datetime.datetime(1900, 1, 1, 17, 30)]","[0, 2.0, 3.0, 0]",2023-05-11 17:09:47.082109
Tekniska högskolan,Fridhemsplan,[4],['Östra station'],['Fridhemsplan'],"[datetime.datetime(1900, 1, 1, 17, 14)]","[datetime.datetime(1900, 1, 1, 17, 32)]",[0],2023-05-11 17:09:47.082109
Tekniska högskolan,Fridhemsplan,"[14, 10]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Fridhemsplan']","[datetime.datetime(1900, 1, 1, 17, 19), 0, datetime.datetime(1900, 1, 1, 17, 28)]","[datetime.datetime(1900, 1, 1, 17, 26), 0, datetime.datetime(1900, 1, 1, 17, 31)]","[0, 3.0, 0]",2023-05-11 17:09:47.082109
Tekniska högskolan,Fridhemsplan,"[14, 11]","['Tekniska högskolan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Fridhemsplan']","[datetime.datetime(1900, 1, 1, 17, 19), 0, datetime.datetime(1900, 1, 1, 17, 31)]","[datetime.datetime(1900, 1, 1, 17, 26), 0, datetime.datetime(1900, 1, 1, 17, 34)]","[0, 3.0, 0]",2023-05-11 17:09:47.082109
Fridhemsplan,Tekniska högskolan,"[11, 14]","['Fridhemsplan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 17, 9), 0, datetime.datetime(1900, 1, 1, 17, 19)]","[datetime.datetime(1900, 1, 1, 17, 13), 0, datetime.datetime(1900, 1, 1, 17, 25)]","[0, 4.0, 0]",2023-05-11 17:09:47.924326
Fridhemsplan,Tekniska högskolan,[4],['Fridhemsplan'],['Östra station'],"[datetime.datetime(1900, 1, 1, 17, 8)]","[datetime.datetime(1900, 1, 1, 17, 25)]",[0],2023-05-11 17:09:47.924326
Fridhemsplan,Tekniska högskolan,[4],['Fridhemsplan'],['Östra station'],"[datetime.datetime(1900, 1, 1, 17, 14)]","[datetime.datetime(1900, 1, 1, 17, 30)]",[0],2023-05-11 17:09:47.924326
Fridhemsplan,Tekniska högskolan,"[11, 14]","['Fridhemsplan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 17, 16), 0, datetime.datetime(1900, 1, 1, 17, 24)]","[datetime.datetime(1900, 1, 1, 17, 20), 0, datetime.datetime(1900, 1, 1, 17, 30)]","[0, 4.0, 0]",2023-05-11 17:09:47.924326
Fridhemsplan,Tekniska högskolan,"[10, 14]","['Fridhemsplan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 17, 19), 0, datetime.datetime(1900, 1, 1, 17, 29)]","[datetime.datetime(1900, 1, 1, 17, 24), 0, datetime.datetime(1900, 1, 1, 17, 35)]","[0, 4.0, 0]",2023-05-11 17:09:47.924326
Fridhemsplan,Tekniska högskolan,[4],['Fridhemsplan'],['Östra station'],"[datetime.datetime(1900, 1, 1, 17, 20)]","[datetime.datetime(1900, 1, 1, 17, 35)]",[0],2023-05-11 17:09:47.924326
Fridhemsplan,Tekniska högskolan,"[11, 14]","['Fridhemsplan', 'T-Centralen', 'T-Centralen']","['T-Centralen', 'T-Centralen', 'Tekniska högskolan']","[datetime.datetime(1900, 1, 1, 17, 23), 0, datetime.datetime(1900, 1, 1, 17, 34)]","[datetime.datetime(1900, 1, 1, 17, 27), 0, datetime.datetime(1900, 1, 1, 17, 40)]","[0, 4.0, 0]",2023-05-11 17:09:47.924326
Fridhemsplan,Tekniska högskolan,[4],['Fridhemsplan'],['Östra station'],"[datetime.datetime(1900, 1, 1, 17, 25)]","[datetime.datetime(1900, 1, 1, 17, 40)]",[0],2023-05-11 17:09:47.924326
