GroupOfLine,TransportMode,LineNumber,Destination,JourneyDirection,StopAreaName,StopAreaNumber,StopPointNumber,StopPointDesignation,TimeTabledDateTime,ExpectedDateTime,DisplayTime,JourneyNumber,Deviations,RequestTime,Station
tunnelbanans gröna linje,METRO,19,Alvik,1,Globen,1611,1611,1,2023-04-23T16:35:00,2023-04-23T16:35:00,18 min,16565,,2023-04-23 16:16:18.459751,Globen
Tvärbanan,TRAM,30,Sickla,2,Globen,4503,4504,4,2023-04-23T16:18:30,2023-04-23T16:19:01,2 min,21538,,2023-04-23 16:16:18.459751,Globen
Tvärbanan,TRAM,30,Solna station,1,Globen,4503,4503,3,2023-04-23T16:19:00,2023-04-23T16:21:23,5 min,11608,,2023-04-23 16:16:18.459751,Globen
Tvärbanan,TRAM,30,Solna station,1,Globen,4503,4503,3,2023-04-23T16:29:00,2023-04-23T16:29:00,16:29,11618,,2023-04-23 16:16:18.459751,Globen
Tvärbanan,TRAM,30,Sickla,2,Globen,4503,4504,4,2023-04-23T16:28:30,2023-04-23T16:30:58,14 min,21548,,2023-04-23 16:16:18.459751,Globen
tunnelbanans röda linje,METRO,14,Liljeholmen,2,Bergshamra,2241,2242,2,2023-04-23T16:15:45,2023-04-23T16:16:04,Nu,26354,,2023-04-23 16:16:18.641524,Bergshamra
tunnelbanans röda linje,METRO,14,Fruängen,2,Bergshamra,2241,2242,2,2023-04-23T16:19:15,2023-04-23T16:19:45,3 min,26355,,2023-04-23 16:16:18.641524,Bergshamra
tunnelbanans röda linje,METRO,14,Mörby centrum,1,Bergshamra,2241,2241,1,2023-04-23T16:22:00,2023-04-23T16:22:11,5 min,26155,,2023-04-23 16:16:18.641524,Bergshamra
tunnelbanans röda linje,METRO,14,Mörby centrum,1,Bergshamra,2241,2241,1,2023-04-23T16:25:29,2023-04-23T16:25:29,16:25,28356,"[{'Text': 'Inställd', 'Consequence': 'CANCELLED', 'ImportanceLevel': 0}]",2023-04-23 16:16:18.641524,Bergshamra
tunnelbanans röda linje,METRO,14,Mörby centrum,1,Bergshamra,2241,2241,1,2023-04-23T16:25:30,2023-04-23T16:25:30,9 min,26064,,2023-04-23 16:16:18.641524,Bergshamra
tunnelbanans röda linje,METRO,14,Liljeholmen,2,Bergshamra,2241,2242,2,2023-04-23T16:25:45,2023-04-23T16:26:04,9 min,26356,,2023-04-23 16:16:18.641524,Bergshamra
tunnelbanans röda linje,METRO,14,Fruängen,2,Bergshamra,2241,2242,2,2023-04-23T16:29:15,2023-04-23T16:29:34,13 min,26357,,2023-04-23 16:16:18.641524,Bergshamra
tunnelbanans röda linje,METRO,14,Mörby centrum,1,Bergshamra,2241,2241,1,2023-04-23T16:32:00,2023-04-23T16:32:04,15 min,26156,,2023-04-23 16:16:18.641524,Bergshamra
tunnelbanans röda linje,METRO,14,Liljeholmen,2,Bergshamra,2241,2242,2,2023-04-23T16:35:45,2023-04-23T16:36:04,19 min,26358,,2023-04-23 16:16:18.641524,Bergshamra
tunnelbanans röda linje,METRO,14,Mörby centrum,1,Bergshamra,2241,2241,1,2023-04-23T16:35:30,2023-04-23T16:36:53,20 min,26065,,2023-04-23 16:16:18.641524,Bergshamra
tunnelbanans röda linje,METRO,14,Fruängen,2,Bergshamra,2241,2242,2,2023-04-23T16:39:15,2023-04-23T16:39:15,16:39,26359,,2023-04-23 16:16:18.641524,Bergshamra
tunnelbanans röda linje,METRO,14,Mörby centrum,1,Bergshamra,2241,2241,1,2023-04-23T16:42:00,2023-04-23T16:42:00,25 min,26157,,2023-04-23 16:16:18.641524,Bergshamra
tunnelbanans röda linje,METRO,14,Mörby centrum,1,Bergshamra,2241,2241,1,2023-04-23T16:45:30,2023-04-23T16:45:41,29 min,26066,,2023-04-23 16:16:18.641524,Bergshamra
tunnelbanans röda linje,METRO,14,Liljeholmen,2,Bergshamra,2241,2242,2,2023-04-23T16:45:45,2023-04-23T16:45:45,16:45,26360,,2023-04-23 16:16:18.641524,Bergshamra
blåbuss,BUS,177,Skärvik,2,Bergshamra bro,50388,50388,,2023-04-23T16:18:33,2023-04-23T16:18:33,2 min,12141,"[{'Text': 'Förseningar pga framkomlighetsproblem', 'Consequence': 'INFORMATION', 'ImportanceLevel': 7}]",2023-04-23 16:16:18.875026,Bergshamra bus
blåbuss,BUS,177,Mörby station,1,Bergshamra bro,50388,50389,,2023-04-23T16:14:04,2023-04-23T16:20:32,4 min,12136,"[{'Text': 'Förseningar pga framkomlighetsproblem', 'Consequence': 'INFORMATION', 'ImportanceLevel': 7}]",2023-04-23 16:16:18.875026,Bergshamra bus
blåbuss,BUS,176,Mörby station,1,Bergshamra bro,50388,50389,,2023-04-23T16:24:04,2023-04-23T16:25:32,9 min,12044,"[{'Text': 'Förseningar pga framkomlighetsproblem', 'Consequence': 'INFORMATION', 'ImportanceLevel': 7}]",2023-04-23 16:16:18.875026,Bergshamra bus
blåbuss,BUS,178,Jakobsbergs station,1,Bergshamra bro,50388,50388,,2023-04-23T16:27:08,2023-04-23T16:27:08,16:27,11623,,2023-04-23 16:16:18.875026,Bergshamra bus
blåbuss,BUS,178,Mörby station,2,Bergshamra bro,50388,50389,,2023-04-23T16:28:15,2023-04-23T16:28:10,11 min,21549,,2023-04-23 16:16:18.875026,Bergshamra bus
blåbuss,BUS,176,Stenhamra,2,Bergshamra bro,50388,50388,,2023-04-23T16:28:33,2023-04-23T16:28:33,12 min,12051,"[{'Text': 'Förseningar pga framkomlighetsproblem', 'Consequence': 'INFORMATION', 'ImportanceLevel': 7}]",2023-04-23 16:16:18.875026,Bergshamra bus
blåbuss,BUS,177,Mörby station,1,Bergshamra bro,50388,50389,,2023-04-23T16:34:39,2023-04-23T16:34:36,18 min,12138,"[{'Text': 'Förseningar pga framkomlighetsproblem', 'Consequence': 'INFORMATION', 'ImportanceLevel': 7}]",2023-04-23 16:16:18.875026,Bergshamra bus
blåbuss,BUS,177,Skärvik,2,Bergshamra bro,50388,50388,,2023-04-23T16:39:33,2023-04-23T16:39:33,23 min,12143,"[{'Text': 'Förseningar pga framkomlighetsproblem', 'Consequence': 'INFORMATION', 'ImportanceLevel': 7}]",2023-04-23 16:16:18.875026,Bergshamra bus
tunnelbanans gröna linje,METRO,19,Alvik,1,T-Centralen,1051,2051,1,2023-04-23T16:16:30,2023-04-23T16:16:47,Nu,16562,,2023-04-23 16:16:34.240543,T-Centralen
tunnelbanans blå linje,METRO,11,Kungsträdgården,2,T-Centralen,1051,3052,6,2023-04-23T16:17:00,2023-04-23T16:17:00,Nu,36057,,2023-04-23 16:16:34.240543,T-Centralen
tunnelbanans röda linje,METRO,14,Liljeholmen,2,T-Centralen,1051,2052,2,2023-04-23T16:17:30,2023-04-23T16:17:30,Nu,26352,,2023-04-23 16:16:34.240543,T-Centralen
tunnelbanans röda linje,METRO,13,Ropsten,1,T-Centralen,1051,1051,3,2023-04-23T16:17:30,2023-04-23T16:18:02,1 min,26503,,2023-04-23 16:16:34.240543,T-Centralen
tunnelbanans gröna linje,METRO,17,Skarpnäck,2,T-Centralen,1051,1052,4,2023-04-23T16:19:00,2023-04-23T16:19:00,2 min,17103,,2023-04-23 16:16:34.240543,T-Centralen
tunnelbanans gröna linje,METRO,18,Hässelby strand,1,T-Centralen,1051,2051,1,2023-04-23T16:20:00,2023-04-23T16:20:00,3 min,16346,,2023-04-23 16:16:34.240543,T-Centralen
tunnelbanans blå linje,METRO,11,Akalla,1,T-Centralen,1051,3051,5,2023-04-23T16:20:30,2023-04-23T16:20:30,3 min,36383,,2023-04-23 16:16:34.240543,T-Centralen
tunnelbanans röda linje,METRO,14,Fruängen,2,T-Centralen,1051,2052,2,2023-04-23T16:21:00,2023-04-23T16:21:00,4 min,26353,,2023-04-23 16:16:34.240543,T-Centralen
tunnelbanans röda linje,METRO,14,Mörby centrum,1,T-Centralen,1051,1051,3,2023-04-23T16:21:00,2023-04-23T16:21:12,4 min,26156,,2023-04-23 16:16:34.240543,T-Centralen
tunnelbanans blå linje,METRO,10,Kungsträdgården,2,T-Centralen,1051,3052,6,2023-04-23T16:22:00,2023-04-23T16:22:00,5 min,36176,,2023-04-23 16:16:34.240543,T-Centralen
tunnelbanans gröna linje,METRO,19,Hagsätra,2,T-Centralen,1051,1052,4,2023-04-23T16:22:00,2023-04-23T16:22:00,5 min,16150,,2023-04-23 16:16:34.240543,T-Centralen
tunnelbanans gröna linje,METRO,17,Åkeshov,1,T-Centralen,1051,2051,1,2023-04-23T16:23:00,2023-04-23T16:23:00,6 min,16950,,2023-04-23 16:16:34.240543,T-Centralen
tunnelbanans röda linje,METRO,13,Norsborg,2,T-Centralen,1051,2052,2,2023-04-23T16:24:00,2023-04-23T16:24:00,7 min,26618,,2023-04-23 16:16:34.240543,T-Centralen
tunnelbanans gröna linje,METRO,18,Farsta strand,2,T-Centralen,1051,1052,4,2023-04-23T16:25:30,2023-04-23T16:25:30,8 min,16670,,2023-04-23 16:16:34.240543,T-Centralen
tunnelbanans blå linje,METRO,10,Hjulsta,1,T-Centralen,1051,3051,5,2023-04-23T16:25:30,2023-04-23T16:25:30,8 min,36282,,2023-04-23 16:16:34.240543,T-Centralen
tunnelbanans röda linje,METRO,14,Mörby centrum,1,T-Centralen,1051,1051,3,2023-04-23T16:24:30,2023-04-23T16:26:19,9 min,26065,,2023-04-23 16:16:34.240543,T-Centralen
tunnelbanans gröna linje,METRO,19,Alvik,1,T-Centralen,1051,2051,1,2023-04-23T16:26:30,2023-04-23T16:26:30,9 min,16563,,2023-04-23 16:16:34.240543,T-Centralen
tunnelbanans blå linje,METRO,11,Kungsträdgården,2,T-Centralen,1051,3052,6,2023-04-23T16:27:00,2023-04-23T16:27:00,10 min,36058,,2023-04-23 16:16:34.240543,T-Centralen
tunnelbanans röda linje,METRO,14,Liljeholmen,2,T-Centralen,1051,2052,2,2023-04-23T16:27:30,2023-04-23T16:27:30,10 min,26354,,2023-04-23 16:16:34.240543,T-Centralen
tunnelbanans röda linje,METRO,13,Ropsten,1,T-Centralen,1051,1051,3,2023-04-23T16:27:30,2023-04-23T16:27:34,10 min,26504,,2023-04-23 16:16:34.240543,T-Centralen
tunnelbanans gröna linje,METRO,17,Skarpnäck,2,T-Centralen,1051,1052,4,2023-04-23T16:29:00,2023-04-23T16:29:00,12 min,17104,,2023-04-23 16:16:34.240543,T-Centralen
tunnelbanans gröna linje,METRO,18,Hässelby strand,1,T-Centralen,1051,2051,1,2023-04-23T16:30:00,2023-04-23T16:30:00,13 min,16347,,2023-04-23 16:16:34.240543,T-Centralen
tunnelbanans blå linje,METRO,11,Akalla,1,T-Centralen,1051,3051,5,2023-04-23T16:30:30,2023-04-23T16:30:30,13 min,36384,,2023-04-23 16:16:34.240543,T-Centralen
tunnelbanans röda linje,METRO,14,Mörby centrum,1,T-Centralen,1051,1051,3,2023-04-23T16:31:00,2023-04-23T16:31:00,14 min,26157,,2023-04-23 16:16:34.240543,T-Centralen
tunnelbanans röda linje,METRO,14,Fruängen,2,T-Centralen,1051,2052,2,2023-04-23T16:31:00,2023-04-23T16:31:00,14 min,26355,,2023-04-23 16:16:34.240543,T-Centralen
tunnelbanans blå linje,METRO,10,Kungsträdgården,2,T-Centralen,1051,3052,6,2023-04-23T16:32:00,2023-04-23T16:32:00,15 min,36177,,2023-04-23 16:16:34.240543,T-Centralen
tunnelbanans gröna linje,METRO,19,Hagsätra,2,T-Centralen,1051,1052,4,2023-04-23T16:32:00,2023-04-23T16:32:00,15 min,16151,,2023-04-23 16:16:34.240543,T-Centralen
tunnelbanans gröna linje,METRO,17,Åkeshov,1,T-Centralen,1051,2051,1,2023-04-23T16:33:00,2023-04-23T16:33:00,16 min,16951,,2023-04-23 16:16:34.240543,T-Centralen
tunnelbanans röda linje,METRO,13,Norsborg,2,T-Centralen,1051,2052,2,2023-04-23T16:34:00,2023-04-23T16:34:00,17 min,26619,,2023-04-23 16:16:34.240543,T-Centralen
tunnelbanans röda linje,METRO,14,Mörby centrum,1,T-Centralen,1051,1051,3,2023-04-23T16:34:30,2023-04-23T16:34:47,18 min,26066,,2023-04-23 16:16:34.240543,T-Centralen
tunnelbanans gröna linje,METRO,18,Farsta strand,2,T-Centralen,1051,1052,4,2023-04-23T16:35:30,2023-04-23T16:35:30,18 min,16671,,2023-04-23 16:16:34.240543,T-Centralen
tunnelbanans blå linje,METRO,10,Hjulsta,1,T-Centralen,1051,3051,5,2023-04-23T16:35:30,2023-04-23T16:35:30,16:35,36283,,2023-04-23 16:16:34.240543,T-Centralen
tunnelbanans gröna linje,METRO,19,Alvik,1,T-Centralen,1051,2051,1,2023-04-23T16:36:30,2023-04-23T16:36:30,19 min,16564,,2023-04-23 16:16:34.240543,T-Centralen
tunnelbanans blå linje,METRO,11,Kungsträdgården,2,T-Centralen,1051,3052,6,2023-04-23T16:37:00,2023-04-23T16:37:00,20 min,36059,,2023-04-23 16:16:34.240543,T-Centralen
tunnelbanans röda linje,METRO,14,Liljeholmen,2,T-Centralen,1051,2052,2,2023-04-23T16:37:30,2023-04-23T16:37:30,20 min,26356,,2023-04-23 16:16:34.240543,T-Centralen
tunnelbanans röda linje,METRO,13,Ropsten,1,T-Centralen,1051,1051,3,2023-04-23T16:37:30,2023-04-23T16:37:55,21 min,26505,,2023-04-23 16:16:34.240543,T-Centralen
tunnelbanans gröna linje,METRO,17,Skarpnäck,2,T-Centralen,1051,1052,4,2023-04-23T16:39:00,2023-04-23T16:39:00,22 min,17105,,2023-04-23 16:16:34.240543,T-Centralen
tunnelbanans gröna linje,METRO,18,Hässelby strand,1,T-Centralen,1051,2051,1,2023-04-23T16:40:00,2023-04-23T16:40:00,23 min,16348,,2023-04-23 16:16:34.240543,T-Centralen
tunnelbanans blå linje,METRO,11,Akalla,1,T-Centralen,1051,3051,5,2023-04-23T16:40:30,2023-04-23T16:40:30,16:40,36385,,2023-04-23 16:16:34.240543,T-Centralen
tunnelbanans röda linje,METRO,14,Fruängen,2,T-Centralen,1051,2052,2,2023-04-23T16:41:00,2023-04-23T16:41:00,24 min,26357,,2023-04-23 16:16:34.240543,T-Centralen
tunnelbanans röda linje,METRO,14,Mörby centrum,1,T-Centralen,1051,1051,3,2023-04-23T16:41:00,2023-04-23T16:41:00,16:41,26158,,2023-04-23 16:16:34.240543,T-Centralen
tunnelbanans blå linje,METRO,10,Kungsträdgården,2,T-Centralen,1051,3052,6,2023-04-23T16:42:00,2023-04-23T16:42:00,25 min,36178,,2023-04-23 16:16:34.240543,T-Centralen
tunnelbanans gröna linje,METRO,19,Hagsätra,2,T-Centralen,1051,1052,4,2023-04-23T16:42:00,2023-04-23T16:42:00,16:42,16152,,2023-04-23 16:16:34.240543,T-Centralen
tunnelbanans gröna linje,METRO,17,Åkeshov,1,T-Centralen,1051,2051,1,2023-04-23T16:43:00,2023-04-23T16:43:00,26 min,16952,,2023-04-23 16:16:34.240543,T-Centralen
tunnelbanans röda linje,METRO,13,Norsborg,2,T-Centralen,1051,2052,2,2023-04-23T16:44:00,2023-04-23T16:44:00,16:44,26620,,2023-04-23 16:16:34.240543,T-Centralen
tunnelbanans röda linje,METRO,14,Mörby centrum,1,T-Centralen,1051,1051,3,2023-04-23T16:44:30,2023-04-23T16:44:47,28 min,26067,,2023-04-23 16:16:34.240543,T-Centralen
tunnelbanans blå linje,METRO,10,Hjulsta,1,T-Centralen,1051,3051,5,2023-04-23T16:45:30,2023-04-23T16:45:30,16:45,36284,,2023-04-23 16:16:34.240543,T-Centralen
tunnelbanans gröna linje,METRO,18,Farsta strand,2,T-Centralen,1051,1052,4,2023-04-23T16:45:30,2023-04-23T16:45:30,28 min,16672,,2023-04-23 16:16:34.240543,T-Centralen
tunnelbanans gröna linje,METRO,19,Alvik,1,T-Centralen,1051,2051,1,2023-04-23T16:46:30,2023-04-23T16:46:30,29 min,16565,,2023-04-23 16:16:34.240543,T-Centralen
tunnelbanans röda linje,METRO,14,Mörby centrum,1,Tekniska högskolan,2221,2221,1,2023-04-23T16:17:00,2023-04-23T16:17:01,Nu,26155,,2023-04-23 16:16:34.543710,Tekniska högskolan
tunnelbanans röda linje,METRO,14,Mörby centrum,1,Tekniska högskolan,2221,2221,1,2023-04-23T16:20:29,2023-04-23T16:20:29,16:20,28356,"[{'Text': 'Inställd', 'Consequence': 'CANCELLED', 'ImportanceLevel': 0}]",2023-04-23 16:16:34.543710,Tekniska högskolan
tunnelbanans röda linje,METRO,14,Mörby centrum,1,Tekniska högskolan,2221,2221,1,2023-04-23T16:20:30,2023-04-23T16:20:30,3 min,26064,,2023-04-23 16:16:34.543710,Tekniska högskolan
tunnelbanans röda linje,METRO,14,Liljeholmen,2,Tekniska högskolan,2221,2222,2,2023-04-23T16:21:30,2023-04-23T16:21:32,4 min,26354,,2023-04-23 16:16:34.543710,Tekniska högskolan
tunnelbanans röda linje,METRO,14,Fruängen,2,Tekniska högskolan,2221,2222,2,2023-04-23T16:25:00,2023-04-23T16:25:13,8 min,26355,,2023-04-23 16:16:34.543710,Tekniska högskolan
tunnelbanans röda linje,METRO,14,Mörby centrum,1,Tekniska högskolan,2221,2221,1,2023-04-23T16:27:00,2023-04-23T16:27:00,10 min,26156,,2023-04-23 16:16:34.543710,Tekniska högskolan
tunnelbanans röda linje,METRO,14,Liljeholmen,2,Tekniska högskolan,2221,2222,2,2023-04-23T16:31:30,2023-04-23T16:31:32,14 min,26356,,2023-04-23 16:16:34.543710,Tekniska högskolan
tunnelbanans röda linje,METRO,14,Mörby centrum,1,Tekniska högskolan,2221,2221,1,2023-04-23T16:30:30,2023-04-23T16:31:44,15 min,26065,,2023-04-23 16:16:34.543710,Tekniska högskolan
tunnelbanans röda linje,METRO,14,Fruängen,2,Tekniska högskolan,2221,2222,2,2023-04-23T16:35:00,2023-04-23T16:35:02,18 min,26357,,2023-04-23 16:16:34.543710,Tekniska högskolan
blåbuss,BUS,4,Gullmarsplan,1,Östra station,10194,10317,B,2023-04-23T16:12:00,2023-04-23T16:16:55,Nu,3929,"[{'Text': 'Hållplats Jungfrugatan, Mariebergsgatan och Högalidsgatan är indragna.', 'Consequence': 'INFORMATION', 'ImportanceLevel': 7}]",2023-04-23 16:16:34.543710,Tekniska högskolan
blåbuss,BUS,6,Ropsten,1,Östra station,10194,10195,M,2023-04-23T16:14:00,2023-04-23T16:17:00,Nu,4567,,2023-04-23 16:16:34.543710,Tekniska högskolan
,BUS,67,Blockhusudden,1,Östra station,10194,10195,M,2023-04-23T16:07:00,2023-04-23T16:17:45,1 min,8799,,2023-04-23 16:16:34.543710,Tekniska högskolan
blåbuss,BUS,676,Norrtälje,1,Tekniska högskolan,60080,60088,G,2023-04-23T16:20:00,2023-04-23T16:20:00,3 min,11620,,2023-04-23 16:16:34.543710,Tekniska högskolan
blåbuss,BUS,4,Gullmarsplan,1,Östra station,10194,10317,B,2023-04-23T16:20:00,2023-04-23T16:21:37,5 min,3930,"[{'Text': 'Hållplats Jungfrugatan, Mariebergsgatan och Högalidsgatan är indragna.', 'Consequence': 'INFORMATION', 'ImportanceLevel': 7}]",2023-04-23 16:16:34.543710,Tekniska högskolan
blåbuss,BUS,6,Karolinska institutet,2,Östra station,10194,10317,B,2023-04-23T16:20:00,2023-04-23T16:21:50,5 min,4636,,2023-04-23 16:16:34.543710,Tekniska högskolan
,BUS,67,Blockhusudden,1,Östra station,10194,10195,M,2023-04-23T16:22:00,2023-04-23T16:22:00,5 min,8800,,2023-04-23 16:16:34.543710,Tekniska högskolan
,BUS,67,Odenplan,2,Östra station,10194,10194,A,2023-04-23T16:20:00,2023-04-23T16:23:49,7 min,8740,,2023-04-23 16:16:34.543710,Tekniska högskolan
blåbuss,BUS,4,Radiohuset,2,Östra station,10194,10195,M,2023-04-23T16:18:00,2023-04-23T16:24:16,7 min,3816,"[{'Text': 'Hållplats Jungfrugatan, Mariebergsgatan och Högalidsgatan är indragna.', 'Consequence': 'INFORMATION', 'ImportanceLevel': 7}]",2023-04-23 16:16:34.543710,Tekniska högskolan
blåbuss,BUS,4,Radiohuset,2,Östra station,10194,10195,M,2023-04-23T16:26:00,2023-04-23T16:26:00,9 min,3817,"[{'Text': 'Hållplats Jungfrugatan, Mariebergsgatan och Högalidsgatan är indragna.', 'Consequence': 'INFORMATION', 'ImportanceLevel': 7}]",2023-04-23 16:16:34.543710,Tekniska högskolan
blåbuss,BUS,4,Radiohuset,2,Östra station,10194,10195,M,2023-04-23T16:10:00,2023-04-23T16:27:44,11 min,3815,"[{'Text': 'Hållplats Jungfrugatan, Mariebergsgatan och Högalidsgatan är indragna.', 'Consequence': 'INFORMATION', 'ImportanceLevel': 7}]",2023-04-23 16:16:34.543710,Tekniska högskolan
blåbuss,BUS,4,Gullmarsplan,1,Östra station,10194,10317,B,2023-04-23T16:28:00,2023-04-23T16:28:00,16:28,3931,"[{'Text': 'Hållplats Jungfrugatan, Mariebergsgatan och Högalidsgatan är indragna.', 'Consequence': 'INFORMATION', 'ImportanceLevel': 7}]",2023-04-23 16:16:34.543710,Tekniska högskolan
blåbuss,BUS,670,Vaxholm,1,Tekniska högskolan,60080,60083,F,2023-04-23T16:29:00,2023-04-23T16:29:00,12 min,11631,"[{'Text': 'Vägarbete i Engarn. Förändringar för flertalet linjer. Sök din resa i reseplaneraren. Detta gäller mellan 2023-04-03 till 2023-06-22.', 'Consequence': 'INFORMATION', 'ImportanceLevel': 5}]",2023-04-23 16:16:34.543710,Tekniska högskolan
blåbuss,BUS,6,Ropsten,1,Östra station,10194,10195,M,2023-04-23T16:29:00,2023-04-23T16:30:09,13 min,4568,,2023-04-23 16:16:34.543710,Tekniska högskolan
blåbuss,BUS,676,Norrtälje,1,Tekniska högskolan,60080,60088,G,2023-04-23T16:35:00,2023-04-23T16:35:00,16:35,11635,,2023-04-23 16:16:34.543710,Tekniska högskolan
blåbuss,BUS,4,Radiohuset,2,Östra station,10194,10195,M,2023-04-23T16:34:00,2023-04-23T16:35:02,18 min,3818,"[{'Text': 'Hållplats Jungfrugatan, Mariebergsgatan och Högalidsgatan är indragna.', 'Consequence': 'INFORMATION', 'ImportanceLevel': 7}]",2023-04-23 16:16:34.543710,Tekniska högskolan
blåbuss,BUS,4,Gullmarsplan,1,Östra station,10194,10317,B,2023-04-23T16:36:00,2023-04-23T16:36:00,16:36,3932,"[{'Text': 'Hållplats Jungfrugatan, Mariebergsgatan och Högalidsgatan är indragna.', 'Consequence': 'INFORMATION', 'ImportanceLevel': 7}]",2023-04-23 16:16:34.543710,Tekniska högskolan
blåbuss,BUS,6,Karolinska institutet,2,Östra station,10194,10317,B,2023-04-23T16:36:00,2023-04-23T16:36:00,16:36,4637,,2023-04-23 16:16:34.543710,Tekniska högskolan
,BUS,67,Odenplan,2,Östra station,10194,10194,A,2023-04-23T16:35:00,2023-04-23T16:36:03,19 min,8741,,2023-04-23 16:16:34.543710,Tekniska högskolan
tunnelbanans blå linje,METRO,11,Kungsträdgården,2,Solna centrum,3211,3212,2,2023-04-23T16:17:30,2023-04-23T16:17:30,Nu,36058,,2023-04-23 16:16:34.741585,Solna Centrum
tunnelbanans blå linje,METRO,11,Akalla,1,Solna centrum,3211,3211,1,2023-04-23T16:19:30,2023-04-23T16:20:17,3 min,36382,,2023-04-23 16:16:34.741585,Solna Centrum
tunnelbanans blå linje,METRO,11,Kungsträdgården,2,Solna centrum,3211,3212,2,2023-04-23T16:27:30,2023-04-23T16:27:30,10 min,36059,,2023-04-23 16:16:34.741585,Solna Centrum
tunnelbanans blå linje,METRO,11,Akalla,1,Solna centrum,3211,3211,1,2023-04-23T16:29:30,2023-04-23T16:29:34,12 min,36383,,2023-04-23 16:16:34.741585,Solna Centrum
,BUS,513,Hagalund,1,Solna centrum,12506,50725,E,2023-04-23T16:17:00,2023-04-23T16:17:00,16:17,20782,,2023-04-23 16:16:34.741585,Solna Centrum
,BUS,129,Brommaplan,2,Solna centrum,12506,50721,A,2023-04-23T16:18:00,2023-04-23T16:18:00,1 min,20669,,2023-04-23 16:16:34.741585,Solna Centrum
,BUS,505,Bagartorp,1,Solna centrum,12506,50726,F,2023-04-23T16:22:00,2023-04-23T16:22:00,16:22,20854,,2023-04-23 16:16:34.741585,Solna Centrum
,BUS,113,Blackebergs gård,2,Solna centrum,12506,50726,F,2023-04-23T16:23:00,2023-04-23T16:23:00,6 min,20855,,2023-04-23 16:16:34.741585,Solna Centrum
,BUS,506,Karolinska sjukhuset,2,Solna centrum,12506,12506,K,2023-04-23T16:25:00,2023-04-23T16:25:00,8 min,20195,,2023-04-23 16:16:34.741585,Solna Centrum
,BUS,509,Danderyds sjukhus,1,Solna centrum,12506,50722,B,2023-04-23T16:30:00,2023-04-23T16:30:00,16:30,20738,,2023-04-23 16:16:34.741585,Solna Centrum
,BUS,506,Hallonbergen,1,Solna centrum,12506,12507,L,2023-04-23T16:33:00,2023-04-23T16:33:00,16:33,20310,,2023-04-23 16:16:34.741585,Solna Centrum
,BUS,129,Brommaplan,2,Solna centrum,12506,50721,A,2023-04-23T16:35:00,2023-04-23T16:35:00,16:35,20670,,2023-04-23 16:16:34.741585,Solna Centrum
Tvärbanan,TRAM,30,Solna station,1,Solna centrum,4547,4547,3,2023-04-23T16:18:00,2023-04-23T16:18:03,1 min,11528,,2023-04-23 16:16:34.741585,Solna Centrum
Tvärbanan,TRAM,30,Sickla,2,Solna centrum,4547,4548,4,2023-04-23T16:20:00,2023-04-23T16:20:00,3 min,21618,,2023-04-23 16:16:34.741585,Solna Centrum
Tvärbanan,TRAM,30,Solna station,1,Solna centrum,4547,4547,3,2023-04-23T16:28:00,2023-04-23T16:28:26,11 min,11538,,2023-04-23 16:16:34.741585,Solna Centrum
Tvärbanan,TRAM,30,Sickla,2,Solna centrum,4547,4548,4,2023-04-23T16:30:00,2023-04-23T16:30:00,16:30,21628,,2023-04-23 16:16:34.741585,Solna Centrum
tunnelbanans gröna linje,METRO,18,Farsta strand,2,Fridhemsplan,1151,1152,2,2023-04-23T16:17:15,2023-04-23T16:17:17,Nu,16670,,2023-04-23 16:16:35.054949,Friedhemsplan
tunnelbanans gröna linje,METRO,18,Hässelby strand,1,Fridhemsplan,1151,1151,1,2023-04-23T16:17:30,2023-04-23T16:18:02,1 min,16345,,2023-04-23 16:16:35.054949,Friedhemsplan
tunnelbanans blå linje,METRO,10,Kungsträdgården,2,Fridhemsplan,1151,3152,4,2023-04-23T16:18:00,2023-04-23T16:18:13,1 min,36176,,2023-04-23 16:16:35.054949,Friedhemsplan
tunnelbanans blå linje,METRO,10,Hjulsta,1,Fridhemsplan,1151,3151,3,2023-04-23T16:18:30,2023-04-23T16:18:56,2 min,36281,,2023-04-23 16:16:35.054949,Friedhemsplan
tunnelbanans gröna linje,METRO,17,Åkeshov,1,Fridhemsplan,1151,1151,1,2023-04-23T16:20:30,2023-04-23T16:20:34,3 min,16949,,2023-04-23 16:16:35.054949,Friedhemsplan
tunnelbanans gröna linje,METRO,17,Skarpnäck,2,Fridhemsplan,1151,1152,2,2023-04-23T16:20:45,2023-04-23T16:20:49,4 min,17104,,2023-04-23 16:16:35.054949,Friedhemsplan
tunnelbanans blå linje,METRO,11,Kungsträdgården,2,Fridhemsplan,1151,3152,4,2023-04-23T16:23:00,2023-04-23T16:23:21,6 min,36058,,2023-04-23 16:16:35.054949,Friedhemsplan
tunnelbanans gröna linje,METRO,19,Hagsätra,2,Fridhemsplan,1151,1152,2,2023-04-23T16:23:45,2023-04-23T16:23:45,7 min,16151,,2023-04-23 16:16:35.054949,Friedhemsplan
tunnelbanans blå linje,METRO,11,Akalla,1,Fridhemsplan,1151,3151,3,2023-04-23T16:23:30,2023-04-23T16:23:57,7 min,36383,,2023-04-23 16:16:35.054949,Friedhemsplan
